Year	Area	Variable	Generation (TWh)	Share of production (%)	Change on last year (%)	Change on last year (TWh)
2018	Latvia	Other renewables	0	0		0
2018	Latvia	Production	7		-11	-1
2018	Latvia	Net imports	1		-1516	1
2018	Latvia	Demand	8		2	0
2018	Lithuania	Fossil	1	20	-33	0
2018	Lithuania	Coal	0	0		0
2018	Lithuania	Hard Coal	0	0		0
2018	Lithuania	Lignite	0	0		0
2018	Lithuania	Gas	0	12	-45	0
2018	Lithuania	Other fossil	0	8	-3	0
2018	Lithuania	Nuclear	0	0		0
2018	Lithuania	Renewables	2	80	-13	0
2018	Lithuania	Hydro	0	16	-28	0
2018	Lithuania	Wind and solar	1	45	-14	0
2018	Lithuania	Wind	1	42	-16	0
2018	Lithuania	Solar	0	3	27	0
2018	Lithuania	Bioenergy	1	20	8	0
2018	Lithuania	Other renewables	0	0		0
2018	Lithuania	Production	3		-18	-1
2018	Lithuania	Net imports	10		11	1
2018	Lithuania	Demand	12		3	0
2018	Luxembourg	Fossil	0	28	-9	0
2018	Luxembourg	Coal	0	0		0
2018	Luxembourg	Hard Coal	0	0		0
2018	Luxembourg	Lignite	0	0		0
2018	Luxembourg	Gas	0	20	-12	0
2018	Luxembourg	Other fossil	0	8	0	0
2018	Luxembourg	Nuclear	0	0		0
2018	Luxembourg	Renewables	1	72	14	0
2018	Luxembourg	Hydro	0	10	8	0
2018	Luxembourg	Wind and solar	0	39	9	0
2018	Luxembourg	Wind	0	27	8	0
2018	Luxembourg	Solar	0	13	10	0
2018	Luxembourg	Bioenergy	0	23	27	0
2018	Luxembourg	Other renewables	0	0		0
2018	Luxembourg	Production	1		6	0
2018	Luxembourg	Net imports	6		0	0
2018	Luxembourg	Demand	7		1	0
2018	Malta	Fossil	2	90	19	0
2018	Malta	Coal	0	0		0
2018	Malta	Hard Coal	0	0		0
2018	Malta	Lignite	0	0		0
2018	Malta	Gas	2	89	36	0
2018	Malta	Other fossil	0	1	-91	0
2018	Malta	Nuclear	0	0		0
2018	Malta	Renewables	0	10	15	0
2018	Malta	Hydro	0	0		0
2018	Malta	Wind and solar	0	10	17	0
2018	Malta	Wind	0	0	0	0
2018	Malta	Solar	0	10	17	0
2018	Malta	Bioenergy	0	0	-8	0
2018	Malta	Other renewables	0	0		0
2018	Malta	Production	2		19	0
2018	Malta	Net imports	1		-28	0
2018	Malta	Demand	3		3	0
2018	Netherlands	Fossil	92	80	-4	-4
2018	Netherlands	Coal	27	24	-12	-4
2018	Netherlands	Hard Coal	27	24	-12	-4
2018	Netherlands	Lignite	0	0		0
2018	Netherlands	Gas	58	51	-2	-1
2018	Netherlands	Other fossil	6	5	9	1
2018	Netherlands	Nuclear	4	3	3	0
2018	Netherlands	Renewables	19	17	8	1
2018	Netherlands	Hydro	0	0	19	0
2018	Netherlands	Wind and solar	14	12	12	1
2018	Netherlands	Wind	11	9	0	0
2018	Netherlands	Solar	4	3	67	1
2018	Netherlands	Bioenergy	5	4	-1	0
2018	Netherlands	Other renewables	0	0		0
2018	Netherlands	Production	114		-2	-3
2018	Netherlands	Net imports	8		127	4
2018	Netherlands	Demand	122		1	2
2018	Poland	Fossil	148	87	1	2
2018	Poland	Coal	131	77	0	-1
2018	Poland	Hard Coal	81	48	3	2
2018	Poland	Lignite	49	29	-5	-3
2018	Poland	Gas	13	7	26	3
2018	Poland	Other fossil	5	3	1	0
2018	Poland	Nuclear	0	0		0
2018	Poland	Renewables	22	13	-10	-3
2018	Poland	Hydro	2	1	-23	-1
2018	Poland	Wind and solar	13	8	-13	-2
2018	Poland	Wind	13	8	-14	-2
2018	Poland	Solar	0	0	82	0
2018	Poland	Bioenergy	7	4	1	0
2018	Poland	Other renewables	0	0		0
2018	Poland	Production	169		0	0
2018	Poland	Net imports	6		149	3
2018	Poland	Demand	175		2	3
2018	Portugal	Fossil	29	50	-17	-6
2018	Portugal	Coal	12	21	-18	-3
2018	Portugal	Hard Coal	12	21	-18	-3
2018	Portugal	Lignite	0	0		0
2018	Portugal	Gas	16	27	-17	-3
2018	Portugal	Other fossil	1	2	-12	0
2018	Portugal	Nuclear	0	0		0
2018	Portugal	Renewables	29	50	30	7
2018	Portugal	Hydro	12	21	110	6
2018	Portugal	Wind and solar	14	23	3	0
2018	Portugal	Wind	13	22	3	0
2018	Portugal	Solar	1	2	1	0
2018	Portugal	Bioenergy	3	5	-2	0
2018	Portugal	Other renewables	0	0	6	0
2018	Portugal	Production	58		1	1
2018	Portugal	Net imports	-3		-1	0
2018	Portugal	Demand	56		1	1
2018	Romania	Fossil	27	42	-5	-1
2018	Romania	Coal	16	24	-7	-1
2018	Romania	Hard Coal	0	0	31	0
2018	Romania	Lignite	15	24	-7	-1
2018	Romania	Gas	11	16	-1	0
2018	Romania	Other fossil	1	1	-1	0
2018	Romania	Nuclear	11	18	-1	0
2018	Romania	Renewables	26	41	8	2
2018	Romania	Hydro	18	27	22	3
2018	Romania	Wind and solar	8	13	-13	-1
2018	Romania	Wind	6	10	-15	-1
2018	Romania	Solar	2	3	-5	0
2018	Romania	Bioenergy	0	1	-17	0
2018	Romania	Other renewables	0	0		0
2018	Romania	Production	64		1	1
2018	Romania	Net imports	-3		-12	0
2018	Romania	Demand	62		1	1
2018	Slovakia	Fossil	6	22	4	0
2018	Slovakia	Coal	3	11	1	0
2018	Slovakia	Hard Coal	1	6	14	0
2018	Slovakia	Lignite	2	6	-9	0
2018	Slovakia	Gas	2	7	11	0
2018	Slovakia	Other fossil	1	4	4	0
2018	Slovakia	Nuclear	15	56	-2	0
2018	Slovakia	Renewables	6	22	-11	-1
2018	Slovakia	Hydro	4	14	-17	-1
2018	Slovakia	Wind and solar	1	2	15	0
2018	Slovakia	Wind	0	0	0	0
2018	Slovakia	Solar	1	2	16	0
2018	Slovakia	Bioenergy	2	6	-4	0
2018	Slovakia	Other renewables	0	0		0
2018	Slovakia	Production	27		-3	-1
2018	Slovakia	Net imports	4		22	1
2018	Slovakia	Demand	30		0	0
2018	Slovenia	Fossil	5	32	-4	0
2018	Slovenia	Coal	5	29	-4	0
2018	Slovenia	Hard Coal	0	3	2	0
2018	Slovenia	Lignite	4	26	-5	0
2018	Slovenia	Gas	0	3	1	0
2018	Slovenia	Other fossil	0	0	22	0
2018	Slovenia	Nuclear	6	36	-8	-1
2018	Slovenia	Renewables	5	32	18	1
2018	Slovenia	Hydro	5	29	22	1
2018	Slovenia	Wind and solar	0	2	-10	0
2018	Slovenia	Wind	0	0	5	0
2018	Slovenia	Solar	0	2	-10	0
2018	Slovenia	Bioenergy	0	2	-7	0
2018	Slovenia	Other renewables	0	0		0
2018	Slovenia	Production	16		1	0
2018	Slovenia	Net imports	-1		-3	0
2018	Slovenia	Demand	16		1	0
2018	Spain	Fossil	112	41	-12	-15
2018	Spain	Coal	37	14	-17	-8
2018	Spain	Hard Coal	37	14	-17	-8
2018	Spain	Lignite	0	0		0
2018	Spain	Gas	58	21	-9	-6
2018	Spain	Other fossil	17	6	-5	-1
2018	Spain	Nuclear	56	21	-4	-2
2018	Spain	Renewables	104	38	18	16
2018	Spain	Hydro	34	13	87	16
2018	Spain	Wind and solar	64	23	0	0
2018	Spain	Wind	51	19	4	2
2018	Spain	Solar	13	5	-11	-2
2018	Spain	Bioenergy	6	2	-3	0
2018	Spain	Other renewables	0	0		0
2018	Spain	Production	272		0	-1
2018	Spain	Net imports	11		21	2
2018	Spain	Demand	283		0	1
2018	Sweden	Fossil	4	2	5	0
2018	Sweden	Coal	0	0	4	0
2018	Sweden	Hard Coal	0	0	4	0
2018	Sweden	Lignite	0	0		0
2018	Sweden	Gas	0	0	17	0
2018	Sweden	Other fossil	3	2	4	0
2018	Sweden	Nuclear	69	42	4	3
2018	Sweden	Renewables	91	56	-4	-4
2018	Sweden	Hydro	62	38	-5	-3
2018	Sweden	Wind and solar	17	10	-5	-1
2018	Sweden	Wind	17	10	-6	-1
2018	Sweden	Solar	0	0	77	0
2018	Sweden	Bioenergy	12	7	-1	0
2018	Sweden	Other renewables	0	0		0
2018	Sweden	Production	163		-1	-1
2018	Sweden	Net imports	-17		-9	2
2018	Sweden	Demand	146		1	1
2018	United Kingdom	Fossil	155	47	-7	-11
2018	United Kingdom	Coal	17	5	-25	-6
2018	United Kingdom	Hard Coal	17	5	-25	-6
2018	United Kingdom	Lignite	0	0		0
2018	United Kingdom	Gas	131	40	-4	-5
2018	United Kingdom	Other fossil	7	2	2	0
2018	United Kingdom	Nuclear	65	20	-7	-5
2018	United Kingdom	Renewables	108	33	11	11
2018	United Kingdom	Hydro	5	2	-7	0
2018	United Kingdom	Wind and solar	70	21	14	9
2018	United Kingdom	Wind	57	17	15	7
2018	United Kingdom	Solar	13	4	12	1
2018	United Kingdom	Bioenergy	33	10	9	3
2018	United Kingdom	Other renewables	0	0	122	0
2018	United Kingdom	Production	328		-1	-5
2018	United Kingdom	Net imports	19		29	4
2018	United Kingdom	Demand	347		0	-1
2019	Austria	Fossil	16	23	10	2
2019	Austria	Coal	2	2	-10	0
2019	Austria	Hard Coal	2	2	-10	0
